z, snapnum, Lx, Ly, Lz, bvx, bvy, bvz
9.311404489009968, 059, 2.580797691067509e+27, 8.703391218330381e+26, -1.3956207889525007e+28, -61.23705482176634, 79.01560534838232, 38.6094165445602
9.227040307082937, 060, -7.634378699020968e+25, 8.37758948802162e+26, -8.264194286045721e+27, -60.64598705939526, 80.62773175131288, 37.961431012572234
9.141987905311261, 061, -5.1107221295277155e+26, 2.8908362856286526e+27, -5.63682852363792e+27, -60.3522341545597, 81.68233864820898, 37.884133103254385
9.058338387722731, 062, -1.218726444239425e+27, 2.413233819262629e+27, -3.0868346551780007e+27, -62.27456997094736, 81.16178593021165, 39.811466764837775
9.000000000000002, 063, -9.374737407502135e+26, 4.9160703959400555e+27, -6.856340326358802e+26, -57.64086037447509, 84.44414370045678, 36.55506616799595
8.976057536985792, 064, -2.5953972740729296e+27, 2.693386234607083e+27, -1.1287724988789612e+27, -59.76733442461095, 83.40317033109694, 38.18514968105784
8.893153938683717, 065, 2.4084724105166243e+26, 3.9349794058959133e+27, 3.4559226160917603e+27, -57.54880881174731, 85.52045171932079, 37.52127040498284
8.811617024284534, 066, -8.061236654218275e+26, 3.492477398176531e+27, 2.6007382234549715e+27, -60.26487727890037, 84.65919650558602, 40.86245052498269
8.731413042290935, 067, 2.2771760847508322e+27, 7.120663120062579e+27, 5.135174236486429e+27, -58.31953273285545, 87.30837417418164, 40.07452102061689
8.650646640832445, 068, 6.248383026558018e+27, 3.819906934387586e+27, 6.688701776038026e+27, -60.92700774292341, 86.60820719782406, 44.815098914595936
8.571209804115838, 069, 1.036077535670782e+28, 8.423265546196735e+26, 9.456520516943079e+27, -61.06455143572272, 88.54503502215573, 46.021824441799154
8.492168964780358, 070, 8.94438799768911e+27, 3.832506307420836e+26, 7.788801600445205e+27, -61.766345693149894, 90.22677541242543, 46.92333671106688
8.41353667611758, 071, 1.3334042026314694e+28, -2.2175997006489674e+27, 1.1812964454152403e+28, -61.77846657394691, 92.12428916614778, 47.998427535948224
8.33619650053484, 072, 1.2187519562633953e+28, -5.626535911123227e+27, 1.4945738789879947e+28, -62.11567391295291, 93.81548249037581, 49.177814554172826
8.259259262862878, 073, 1.4068693480163236e+28, -5.894308155147783e+27, 1.3496229219678327e+28, -61.89540102631962, 95.43232307482953, 45.93505423825245
8.182736517450303, 074, 7.597528566985536e+27, -5.174976929698826e+27, 8.145513853881201e+27, -62.35797105941188, 95.75185057247936, 45.643243014198674
8.10663879349832, 075, -7.959279967557647e+27, -1.5758088361685692e+27, -1.80737148255019e+27, -62.79880682071062, 96.03250863148243, 45.06710427764782
8.0317919212143, 076, -1.6922420305210387e+28, 4.118426174867628e+27, -6.059456441965638e+27, -63.403723497942586, 96.5409015059653, 45.11661811964856
8.000090003823503, 077, -1.6480999969638556e+28, 8.887602296304149e+27, -8.290155650793536e+27, -63.6304389518101, 96.7243766640377, 45.048450013779096
7.957362974305253, 078, -1.7771400221528256e+28, 1.1204174568105022e+28, -8.766892331696673e+27, -64.68126263607189, 97.1858121076215, 45.826302209875756
7.88336152648805, 079, -2.0359358390970602e+28, 1.2590783104228079e+28, -1.0492554938428256e+28, -65.25822981017082, 97.17946670506444, 44.91480025824402
7.810572699897744, 080, -2.493464313891421e+28, 6.948137216056169e+25, -9.003002339962511e+27, -64.25535098382312, 96.19414479601878, 44.115374511520315
7.737439945040133, 081, -1.937255720217032e+28, -1.0237282335734228e+28, -4.8205538621921617e+27, -64.25842788772981, 95.85189252793236, 43.61048184104955
7.665511313953168, 082, -7.799299012383143e+27, -5.693857514990986e+27, -5.596737266541138e+27, -65.10918834717953, 95.81844302815634, 43.115890746812525
7.594018606689225, 083, -1.781193445162728e+28, -2.4408818198863008e+27, -1.588618912436654e+28, -63.729513737173505, 95.57687781373632, 41.95755919767859
7.522969441749222, 084, -3.4579095938953268e+28, -1.314090447852486e+28, -3.4234463171815068e+28, -64.26452720233432, 95.40539248481896, 41.45729902276568
7.453085391044166, 085, 5.196606137245607e+27, 6.95371575757813e+27, -2.5390252989754205e+28, -62.853995526142704, 96.3207154562989, 40.817010005253685
7.382932351794869, 086, 3.5531288677449145e+28, 2.878174806519065e+28, -1.6865684577080224e+28, -62.4071588621487, 97.11796183876446, 40.406851124805605
7.313934161663276, 087, 4.382839086774047e+28, 2.8496990239948166e+28, -9.131150872212135e+27, -62.054833771427745, 98.54409694516889, 40.526496498353566
7.2453826540711805, 088, 6.554417139981453e+28, 3.6111817695530864e+28, 1.0444820957036216e+28, -61.701999291611685, 99.72443171110278, 40.50370484579809
7.177283518384952, 089, 6.511884952684543e+28, 5.529843972889074e+28, 2.569355658823512e+28, -61.579647986777005, 100.55611946987688, 40.67766651898021
7.109642403212405, 090, 1.0869108090580956e+29, 5.1490608172247855e+28, 2.2248752138564787e+28, -61.51765813267891, 101.90642919876443, 41.100390821526894
7.043111135784677, 091, 2.086636746680339e+28, 1.1797930470467263e+28, 2.716861308530005e+27, -62.141472095928414, 102.56832731975128, 41.31197342214106
