z, snapnum, center_x, center_y, center_z, Rvir
9.307013042024865, 00734, 4134.394388941075, 4229.895870582485, 4143.668316127331, 11.176535267033987
9.219895798243568, 00737, 4169.181509725986, 4266.503503820542, 4179.403839621098, 11.515149510997768
9.11584031594636, 00740, 4211.536787619667, 4311.121410739481, 4222.84051169636, 11.802366579455555
9.05777495950819, 00743, 4235.54456394003, 4336.4527363011775, 4247.452225169864, 11.828556297760361
8.988314620120223, 00746, 4264.642447959292, 4367.166593932828, 4277.242666672526, 11.705454004991864
8.960597607382693, 00747, 4276.370405765473, 4379.56573620295, 4289.257834804829, 11.979732633883687
8.872159766053361, 00750, 4314.235395097814, 4419.608896411528, 4328.014137481774, 12.274547206238424
8.806088513611602, 00752, 4342.965553103932, 4450.025986426003, 4357.42496526895, 12.293997789802795
8.728359343351446, 00756, 4377.261127761418, 4486.351290987361, 4392.510814029191, 12.607334096417981
8.63107852827281, 00760, 4420.936134222119, 4532.634652346013, 4437.209456458829, 12.946197388892081
8.568711167891589, 00764, 4449.388270485737, 4562.814143148773, 4466.36847687302, 12.984219331843525
8.568711167891589, 00764, 4449.388270485737, 4562.814143148773, 4466.36847687302, 12.984219331843525
8.490592084519884, 00768, 4485.533051103519, 4601.144877256435, 4503.41794477732, 13.0658642591191
8.393036508261876, 00772, 4531.504792303701, 4649.875287849314, 4550.528094111772, 13.511801118032897
8.32936611924469, 00776, 4562.033001998567, 4682.205450199233, 4581.782432564491, 13.543341318847304
8.24962749668191, 00780, 4600.855765728101, 4723.314987046811, 4621.526700753028, 13.600565508110114
8.175990575273657, 00783, 4637.291640362593, 4761.921697155722, 4658.893232315335, 13.580737719740899
8.103612558015994, 00787, 4673.672883274276, 4800.478488571109, 4696.234979286869, 13.880083623547673
8.0258256497299, 00791, 4713.430279371911, 4842.603203012728, 4737.05773125902, 14.279850340388961
7.991287240248422, 00793, 4731.3068848371995, 4861.544580567679, 4755.418030610234, 14.219226636622704
7.954995216515794, 00794, 4750.24627648315, 4881.609407920519, 4774.863316916727, 14.227337554917886
7.951746123595546, 00796, 4751.948213646353, 4883.412803852059, 4776.610895761929, 14.45730558137799
7.868990202580099, 00801, 4795.738598801992, 4929.855555068085, 4821.5662547645115, 14.394218841329677
7.805409297402123, 00804, 4829.942358231698, 4966.164877955536, 4856.690982652079, 14.743679733641411
7.729410742443033, 00807, 4871.487198131784, 5010.286959104884, 4899.301190941893, 14.92713545928169
7.72780032233973, 00809, 4872.375267745316, 5011.230991897157, 4900.209860726777, 14.942551021249828
7.648817401441958, 00813, 4916.323671576533, 5057.965387643928, 4945.323685832203, 14.9421899597539
7.574965035438614, 00816, 4958.133170696292, 5102.504103073495, 4988.25182508535, 15.347394195281833
7.5186024051147005, 00820, 4990.484342135255, 5137.046330154899, 5021.498385700636, 15.352479647980427
7.4480075249090465, 00824, 5031.5922070546485, 5180.957359532145, 5063.749460243669, 15.71498319653689
7.367499935475271, 00828, 5079.294193365975, 5231.908954308768, 5112.747460989991, 15.555850311742454
7.294225417034125, 00831, 5123.507054368292, 5279.154552189748, 5158.166123982033, 15.782430344620073
7.298003653977901, 00833, 5121.208605578672, 5276.704195083738, 5155.805849331283, 15.966004538564148
7.227259108003391, 00837, 5164.57486122867, 5323.066393788391, 5200.416683797126, 16.034728305702494
7.1610920555391715, 00840, 5205.813064273188, 5367.1798170684115, 5242.906483799634, 16.233728563988823
7.106933115582409, 00844, 5240.047612946494, 5403.852878325906, 5278.250376986181, 16.160346345101544
7.0390991216976815, 00848, 5283.523333818311, 5450.525719479463, 5323.279741136663, 16.43985808900057
6.993547879136845, 00852, 5313.1063499528955, 5482.32578932936, 5353.982507224984, 16.630363951212203
6.967575420177695, 00854, 5330.119582360682, 5500.629776690607, 5371.635385933729, 16.888737604895105
6.902310667216654, 00858, 5373.348445090661, 5547.184778855192, 5416.55546101278, 17.095738705024115
6.842871584389722, 00861, 5413.318165334148, 5590.249804547742, 5458.129020949903, 17.21085016806356
6.844501602124258, 00862, 5412.212808660869, 5589.0596256162935, 5456.980907601508, 17.38830791552983
6.767569460793539, 00868, 5464.828474473315, 5645.759385893218, 5511.785859994116, 17.340428967383822
6.699751644098627, 00872, 5512.045519447951, 5696.645246430235, 5560.989198808923, 17.679072284414666
6.643678066657737, 00877, 5551.700774776205, 5739.403577138788, 5602.298153590817, 17.935031554282176
6.586566609565793, 00881, 5592.67928488431, 5783.5846681904895, 5644.955913352577, 17.853053920950405
6.522625876925919, 00885, 5639.300965055793, 5833.873168825326, 5693.450174338364, 18.35345339205315
6.4639770535821635, 00890, 5682.791155848279, 5880.716980114379, 5738.627851395187, 18.448607482164938
6.400889048086853, 00894, 5730.405351579151, 5931.966750426433, 5788.039999724786, 18.825176519949885
6.332789037628083, 00899, 5782.741959645938, 5988.356767494763, 5842.340953078155, 18.789883508897763
6.278902074386627, 00903, 5824.8572539647475, 6033.812571785956, 5886.082728784945, 19.21616389616662
6.214383257617398, 00909, 5876.112995637721, 6089.195275463834, 5939.419765795121, 19.525401080698188
6.148658067324221, 00914, 5929.31630103841, 6146.735036455043, 5994.8427622992, 19.84180703149206
6.098713239921952, 00917, 5970.4554651351555, 6191.181891807654, 6037.742624566478, 19.7065302696709
6.099525050554954, 00918, 5969.782088843727, 6190.454573229326, 6037.040385831323, 19.939948052808607
6.032783217363629, 00924, 6025.707567421017, 6250.88354720463, 6095.283267492261, 20.094466599411266
5.991912332375154, 00929, 6060.428533335361, 6288.447945961367, 6131.504221969146, 20.44521792309549
