z, snapnum, center_x, center_y, center_z
8.647970944526776, 070, 4415.760472686894, 4520.548478134647, 4427.5515161010335
8.56614371958519, 071, 4452.741093847437, 4559.931299925447, 4465.865452398179
8.48401186012674, 072, 4490.418798203879, 4600.302932358182, 4505.056743547609
8.40323540316448, 073, 4528.368234608683, 4640.79592232179, 4544.30082573563
8.33379740181587, 074, 4561.861262648724, 4676.069164256987, 4578.485796754275
8.25410296515623, 075, 4601.049661545508, 4716.948388053058, 4618.09418145268
8.176590876849312, 076, 4639.333249721664, 4757.207105364697, 4657.263572868894
8.100956198111273, 077, 4676.906297534544, 4797.209360531766, 4696.165130904554
8.025390742617711, 078, 4715.549158196069, 4838.016454423192, 4735.580924598236
7.992292184413477, 079, 4732.837560517631, 4856.178601831805, 4753.021766713695
7.948873160507208, 080, 4755.796038601986, 4880.281612023401, 4776.159779901424
7.874198799271671, 081, 4795.692597340931, 4922.445407268775, 4816.7631020699355
7.802740672478629, 082, 4834.129812030305, 4963.564001878825, 4856.369407908389
7.730635168219356, 083, 4873.075561507905, 5005.658057947206, 4896.987831767814
7.66062607156069, 084, 4911.316940445677, 5047.125434118131, 4936.97268941648
7.590245431897499, 085, 4950.811954105312, 5089.33977037212, 4977.741534606578
7.519627267268849, 086, 4991.6691938449285, 5132.301336053094, 5019.245244636098
7.451040116830994, 087, 5032.288879705311, 5174.729953781358, 5060.030455944453
7.382621868021827, 088, 5073.025771391075, 5217.718693851741, 5101.384486780041
7.305933451914441, 089, 5118.894728486185, 5266.809027283648, 5148.762254583568
7.238977014688004, 090, 5159.266320471715, 5310.602757290958, 5191.102479291928
7.170955513758793, 091, 5201.0172426681975, 5356.087623707881, 5235.041117631661
7.10434844817687, 092, 5243.009156543832, 5401.441996363166, 5278.856898020753
7.038938796133802, 093, 5285.384589117346, 5446.663452405989, 5322.528769108581
6.993236498645864, 094, 5315.606029690894, 5478.669053323643, 5353.324191499464
6.975163335279915, 095, 5327.642243861105, 5491.419990344687, 5365.5510963394245
6.904158694743813, 096, 5375.172377204586, 5541.909235060501, 5413.981427143492
6.843289505760201, 097, 5416.187502669091, 5585.703631345503, 5456.097672929311
6.773218917101404, 098, 5463.709073116375, 5636.726247474626, 5505.4407083896185
6.713119118184094, 099, 5504.976176184195, 5680.974520850167, 5548.901883427366
6.643840938854085, 100, 5553.953622849598, 5732.726571474165, 5600.34501037801
6.585719867795229, 101, 5596.118964019477, 5777.310996321475, 5643.921394578685
6.51989380237207, 102, 5644.447710162791, 5829.3213614831175, 5693.632651295865
6.462526119598167, 103, 5687.129972337501, 5876.002605147149, 5737.486581799871
6.39810791310338, 104, 5736.159016111859, 5929.660716639714, 5788.033068320425
6.3349492031106065, 105, 5785.371594598223, 5982.785502167109, 5839.118754496584
6.280063200157661, 106, 5828.303078168943, 6029.12740585289, 5884.01603265954
6.2181813122796115, 107, 5877.362616709671, 6081.730628905368, 5934.504999183504
6.158408670809534, 108, 5925.6927303376115, 6133.434568149146, 5984.066988847151
6.098594449613344, 109, 5974.83544273938, 6186.182215463548, 6035.104405920642
6.038575774217259, 110, 6024.859434710365, 6240.252432706867, 6087.751696864422
5.995548884694216, 111, 6061.25484626301, 6279.803314834987, 6126.070641147285
5.980876125343302, 112, 6073.775477958686, 6293.403522223425, 6139.117689578158
5.923505376317584, 113, 6123.5269812597235, 6347.201138431441, 6190.035364746887
5.867772084269458, 114, 6173.111164407006, 6400.026861767083, 6240.628153433065
5.8110531821704825, 115, 6223.896123449825, 6454.631923613483, 6293.687308957044
5.754897703523261, 116, 6274.263923915672, 6509.847193211838, 6346.818480479156
5.7009704801937495, 117, 6323.733251469688, 6563.739994486557, 6398.009864421126
5.646922735318182, 118, 6374.787502460511, 6618.39496745238, 6450.349216177352
5.586769691864688, 119, 6432.985254937475, 6680.153983442838, 6510.172853386252
5.533529233465301, 120, 6485.0888879305485, 6736.076844592867, 6564.286223596757
5.48212052032769, 121, 6535.512578401429, 6791.534494642057, 6616.974953436124
5.48212052032769, 121, 6535.512578401429, 6791.534494642057, 6616.974953436124
5.430648953358599, 122, 6586.451115149099, 6847.956849983576, 6670.116569274886
5.373171845709744, 123, 6644.6283188964335, 6910.7699321282935, 6731.074975895379
5.323521478724848, 124, 6696.059971395267, 6965.617088844755, 6784.689903353729
5.2685811210918425, 125, 6753.753931627881, 7028.559997500096, 6844.044574505977
5.219602806749118, 126, 6806.424733497044, 7085.99397338589, 6898.34453432238
5.166011065584494, 127, 6864.928708020564, 7149.2425089318795, 6959.687280530596
5.118882783725756, 128, 6917.008052547744, 7205.77594052783, 7014.588366230583
5.066166475078497, 129, 6975.900819923846, 7270.390939812053, 7075.587836482278
5.013270425560955, 130, 7036.0192072223535, 7335.197899050832, 7137.700712166392
4.9958339955471756, 131, 7056.015331419735, 7356.667877950562, 7158.7023118739
4.966674416046648, 132, 7089.529236523178, 7393.226964530006, 7194.263026828967
4.9155567177003245, 133, 7149.756816023229, 7459.37496553007, 7257.039780988023
4.8704023185257315, 134, 7204.762092603302, 7518.891136564283, 7312.767768741308
4.82005532757295, 135, 7265.860259564275, 7584.93619730828, 7376.25903712259
4.771200376354106, 136, 7325.25071356412, 7649.99777500314, 7439.5096976077
4.722966714055975, 137, 7385.705486663479, 7716.596483992201, 7502.589769141816
4.674707296516804, 138, 7448.608344274735, 7785.2560955680865, 7566.657983952493
4.627696605507954, 139, 7509.967810994847, 7851.422584152694, 7630.346068639885
4.585944242852432, 140, 7564.079724185332, 7910.5650698360905, 7686.924580095806
4.539596566981899, 141, 7626.113595000946, 7978.183620539645, 7750.1174447199355
4.493369097094273, 142, 7690.971454747912, 8047.310394104554, 7814.247374218086
4.447679465592312, 143, 7757.118352888914, 8116.491649312935, 7878.635689198777
4.401951964081364, 144, 7821.206649910794, 8187.325684426556, 7945.094366779397
4.357382142249588, 145, 7885.493913465641, 8259.60702609003, 8012.528224181313
4.313752212010946, 146, 7950.382720861269, 8330.615152066362, 8079.576381772355
4.270941871898698, 147, 8014.432703375458, 8400.520486777796, 8145.884826438793
4.223979585712215, 148, 8084.406492924089, 8478.331788147832, 8219.158935131472
4.182332391779754, 149, 8147.225546555901, 8549.409171013822, 8285.800308905511
4.141355359641858, 150, 8211.269923071053, 8620.635995606486, 8354.216867780404
4.095623018489529, 151, 8284.50745170005, 8700.878069760363, 8433.72629677303
4.055088328414668, 152, 8348.59101430833, 8772.327084740127, 8505.047809092403
4.015187874458565, 153, 8411.30871575817, 8844.300954200167, 8574.317650471457
3.9978607146515746, 154, 8439.151355075242, 8876.287295468985, 8604.233948311594
3.9718273516674634, 155, 8482.634967732689, 8924.723472214071, 8649.377353716167
3.932766000110835, 156, 8551.521559598368, 8997.885820893282, 8718.154959162965
3.890882050067167, 157, 8625.82175495349, 9077.647107426284, 8792.580757664102
3.8485333365629417, 158, 8698.779715430985, 9160.529671714059, 8869.456606930971
3.8106880385939457, 159, 8764.368885099911, 9235.428316938978, 8941.867618086788
3.7692830847276966, 160, 8839.939086844854, 9317.313845356784, 9023.59540582942
3.732968705930773, 161, 8906.51108734862, 9391.019824092793, 9094.353837814095
3.692743287705417, 162, 8979.506864085584, 9476.213809151915, 9171.658245500988
3.653429730721019, 163, 9053.808857165819, 9560.026690589559, 9249.349861245058
3.6146779354442753, 164, 9130.049242674602, 9642.619197678609, 9329.191916371612
3.576487456583453, 165, 9205.790481994556, 9725.372681538523, 9410.65223460042
3.5382326832253517, 166, 9280.16311912862, 9811.129069044779, 9492.228473141613
3.50070752090918, 167, 9354.344740989241, 9896.713498230598, 9570.866070197346
3.4639828902014385, 168, 9431.191247260513, 9980.3325892957, 9649.504634690002
3.4274055089695814, 169, 9509.457177329205, 10065.425256981867, 9731.524530315934
3.391247389199073, 170, 9585.227813904234, 10153.188345385914, 9814.450858782595
3.355917864798421, 171, 9660.14433668076, 10239.512632605469, 9893.942782397835
3.3207644102019387, 172, 9738.364526405674, 10323.861638831879, 9974.86913611699
3.2827844858250144, 173, 9824.284009206214, 10417.342907714929, 10066.279377570538
3.248891125665696, 174, 9900.373322334111, 10505.706576387613, 10149.25574303814
3.2120889433647895, 175, 9985.560508120512, 10604.439183254748, 10238.44742575748
3.1789005494870333, 176, 10065.798588192483, 10690.513930074128, 10321.468320933753
3.1427056452652637, 177, 10150.926136874185, 10785.823393609178, 10414.9456941619
3.1096722118109232, 178, 10227.7427828933, 10877.321395076391, 10500.008115964785
3.0774530326537954, 179, 10306.750024197096, 10967.478650582205, 10582.962569676807
3.0331967609850246, 180, 10420.38801152515, 11090.64715851134, 10701.687878917604
3.0111534366505657, 181, 10475.418386225754, 11154.782128898447, 10762.982157297012
2.99847973132083, 182, 10506.482373504608, 11192.579042753061, 10798.206847090063
2.9767462510798595, 183, 10561.396807920159, 11256.813134659402, 10857.959370549315
2.9427352116294903, 184, 10652.85125007653, 11356.247807227503, 10951.238159806355
2.9092481023396792, 185, 10744.204375493806, 11457.974365057733, 11046.343257258963
2.878988983522889, 186, 10823.948573192682, 11553.093403023768, 11135.97629186753
2.8464012072600244, 187, 10910.823160713515, 11653.411993033778, 11234.410318091206
2.8139266903797626, 188, 11004.275031019673, 11755.839434961963, 11331.643674519964
2.7846076247007927, 189, 11088.095400998845, 11853.683771504055, 11418.137436438792
2.7531208114634595, 190, 11178.88117175072, 11957.24308096019, 11514.343441032344
2.722052841670167, 191, 11269.898868972288, 12058.646599608943, 11615.101180457039
2.6912790968174036, 192, 11359.524098219696, 12165.033453559681, 11716.469644163994
2.6607606479804256, 193, 11452.799856129894, 12271.71848029913, 11813.56878289232
2.630720614699235, 194, 11549.098799350604, 12375.793834701326, 11910.899692191011
2.6011887244219287, 195, 11641.114458291422, 12482.338344350259, 12010.720141258606
2.571545736072211, 196, 11731.434868221557, 12591.601215404175, 12114.428516176267
2.5397170138369156, 197, 11835.1902807385, 12708.459155946159, 12226.298533862282
2.5112368250703416, 198, 11932.525300873138, 12817.630929068271, 12323.809967101086
2.4825646943140574, 199, 12030.534696483146, 12931.6508300618, 12423.74302063704
2.4545854944329424, 200, 12126.091198479276, 13040.262520424556, 12528.94660342257
2.4244651883844015, 201, 12228.59350796673, 13162.4693153636, 12644.80646432424
2.396966347179015, 202, 12323.823527302602, 13277.989911899374, 12748.801842937408
2.3702170822595576, 203, 12421.199602380322, 13387.67108938395, 12851.658812343723
2.341312644664832, 204, 12528.876237425828, 13505.749005706835, 12966.375614929557
2.3127363540810815, 205, 12631.743490326244, 13630.562678050575, 13081.481886669808
2.2871785420932125, 206, 12723.598001117385, 13744.736163769503, 13189.391956869658
2.2594742090134705, 207, 12829.257662106744, 13865.366757214188, 13307.483878622155
2.2317126222164805, 208, 12936.654723254824, 13990.111237338358, 13421.969216376485
2.2065740430379797, 209, 13032.45713357674, 14107.475305822949, 13532.913589593329
2.179226607927647, 210, 13138.462081198177, 14235.075998981965, 13659.478453636504
2.1519171646825246, 211, 13246.844513787533, 14362.996533519045, 13776.803192631987
2.1275316745492727, 212, 13346.89555935803, 14476.514594139147, 13887.389736256804
2.1013477285355315, 213, 13452.746374932012, 14609.043799412362, 14010.913807663048
2.0754380186373522, 214, 13564.740182057389, 14739.873378665308, 14134.999255641416
2.0560269896417176, 215, 13649.356633432835, 14835.221701838547, 14226.25264231143
2.038838528649743, 216, 13721.964589365396, 14922.688444756212, 14306.255567934866
2.0195708924274376, 217, 13804.393880534448, 15023.8019408209, 14399.108419374184
2.0110874889292303, 218, 13842.407220118333, 15068.562024731511, 14441.615564614633
2.002671557394039, 219, 13881.324339265555, 15113.063318029674, 14484.644436023298
2.0005652511032306, 220, 13891.278693532111, 15124.244671901408, 14495.529913413498
